,dof_1,dof_2,dof_3,dof_4,dof_5,dof_6,dof_7,dof_8,dof_9,dof_10
base_value_7.65,0.005667606658536828,0.0217850655112497,0.053753371209284806,0.10514628557980743,0.17642113792037695,0.2646384158130175,0.36417792370266167,0.4680722553961937,0.5694513775462646,0.6626837090790785
base_value_7.66,0.005636266756231412,0.021676368673594792,0.05351336840370846,0.10473008217886526,0.1758084859906348,0.26384158814384406,0.363239578570838,0.467055229549029,0.5684248196907651,0.6617101531639393
base_value_7.67,0.005605103572895009,0.02156821418007515,0.05327440716577869,0.10431541444076786,0.17519769600045199,0.26304666344024585,0.36230286313969695,0.4660393071353903,0.5673987060422869,0.6607363831084987
base_value_7.68,0.00557411608567604,0.02146059932465849,0.05303648317776688,0.10390227740257796,0.17458876384578625,0.26225363985716543,0.3613677785577496,0.46502449213995034,0.5663730425187441,0.6597624054967668
base_value_7.69,0.005543303277856126,0.021353521414813947,0.05279959213839869,0.10349066611265278,0.17398168542156955,0.26146251553401645,0.36043432594729685,0.46401078851825805,0.5653478350141867,0.6587882268997128
base_value_7.7,0.005512664138811463,0.021246977771445574,0.05256372976280421,0.10308057563065498,0.17337645662179635,0.26067328859481864,0.3595025064045567,0.46299820019680304,0.5643230893987914,0.6578138538751839
base_value_7.71,0.0054821976639747305,0.021140965728824623,0.05232889178246525,0.10267200102756302,0.17277307333960878,0.2598859571483295,0.3585723209997884,0.46198673107308463,0.5632988115188506,0.6568392929678248
base_value_7.72,0.005451902854796908,0.021035482634522817,0.052095073945163994,0.10226493738568132,0.17217153146738395,0.25910051928817834,0.3576437707774156,0.46097638501568206,0.5622750071967612,0.6558645507090003
base_value_7.73,0.0054217787187095245,0.020930525849346404,0.051862272014931876,0.10185937979865023,0.1715718268968176,0.2583169730929975,0.3567168567561564,0.4599671658643234,0.5612516822310171,0.6548896336167178
base_value_7.74,0.005391824269086687,0.020826092747269986,0.05163048177199847,0.10145532337145458,0.17097395551900896,0.25753531662655416,0.355791579929146,0.45895907742995334,0.5602288423961981,0.6539145481955486
base_value_7.75,0.005362038525208557,0.020722180715370575,0.05139969901273922,0.10105276322043366,0.17037791322454476,0.25675554793788047,0.35486794126405985,0.4579521234948051,0.559206493442965,0.6529393009365524
base_value_7.76,0.00533242051222349,0.02061878715376242,0.0511699195496258,0.10065169447328859,0.16978369590358144,0.25597766506140474,0.35394594170324134,0.4569463078124688,0.5581846410980495,0.6519638983172024
base_value_7.77,0.005302969261111734,0.020515909475532057,0.050941139211173714,0.10025211226909181,0.1691912994459286,0.25520166601708083,0.35302558216382485,0.45594163410796307,0.5571632910642492,0.6509883468013091
base_value_7.78,0.005273683808648677,0.02041354510667337,0.050713353841891906,0.09985401175829356,0.16860071974112878,0.25442754881051577,0.35210686353786014,0.45493810607780416,0.5561424490204202,0.6500126528389463
base_value_7.79,0.005244563197368657,0.020311691486023298,0.050486559302231004,0.09945738810273053,0.16801195267854063,0.2536553114331004,0.3511897866924363,0.4539357273900798,0.5551221206214726,0.6490368228663786
base_value_7.8,0.005215606475528545,0.02021034606519756,0.05026075146853348,0.09906223647563239,0.16742499414741818,0.2528849518621348,0.350274352469807,0.45293450168451677,0.5541023114983656,0.6480608633059879
base_value_7.81,0.00518681269707244,0.02010950630852737,0.050035926232982475,0.09866855206162817,0.16683984003699015,0.2521164680609572,0.3493605616875106,0.45193443257255494,0.553083027258104,0.6470847805661998
base_value_7.82,0.005158180921595479,0.0200091696929956,0.04981207950355049,0.09827633005675374,0.16625648623653966,0.25134985797906995,0.34844841513849634,0.4509355236374183,0.552064273483733,0.646108581041416
base_value_7.83,0.005129710214308969,0.019909333708173493,0.049589207203949215,0.09788556566845685,0.16567492863548283,0.25058511955226503,0.34753791359124675,0.44993777843418703,0.5510460557343371,0.6451322711119398
base_value_7.84,0.005101399646004978,0.01980999585615839,0.0493673052735788,0.09749625411560325,0.1650951631234452,0.2498222507027501,0.3466290577899023,0.4489412004898703,0.5500283795450365,0.6441558571439091
base_value_7.85,0.005073248293021582,0.019711153651510993,0.04914636966747776,0.09710839062848242,0.1645171855903408,0.2490612493392731,0.3457218484543816,0.4479457933034767,0.549011250426987,0.6431793454892253
base_value_7.86,0.005045255237208113,0.01961280462119286,0.04892639635627183,0.09672197044881159,0.16394099192644673,0.24830211335724606,0.3448162862805031,0.4469515603460905,0.547994673867378,0.6422027424854858
base_value_7.87,0.005017419565890746,0.0195149463045049,0.04870738132612351,0.09633698882974173,0.16336657802247945,0.24754484063886895,0.34391237194011115,0.4459585050609427,0.546978655329432,0.6412260544559159
base_value_7.88,0.004989740371838414,0.01941757625302587,0.04848932057868316,0.09595344103586068,0.16279393976967205,0.24678942905325252,0.3430101060811953,0.4449666308634843,0.5459632002524064,0.6402492877093009
base_value_7.89,0.004962216753228499,0.019320692030550757,0.048272210131037,0.09557132234319832,0.1622230730598453,0.24603587645654124,0.3421094893280121,0.4439759411414611,0.5449483140515915,0.639272448539922
base_value_7.9,0.004934847813613641,0.019224291213030043,0.04805604601565838,0.0951906280392294,0.16165397378548407,0.24528418069203406,0.34121052228120785,0.4429864392549856,0.543934002118315,0.6382955432274886
base_value_7.91,0.00490763266188754,0.019128371388509313,0.04784082428035663,0.09481135342287716,0.16108663783981036,0.24453433959030668,0.3403132055179383,0.4419981285366129,0.5429202698199421,0.6373185780370735
base_value_7.92,0.004880570412252427,0.019032930157068084,0.04762654098822805,0.09443349380451693,0.1605210611168556,0.24378635096933143,0.3394175395919915,0.44101101229141515,0.541907122499879,0.6363415592190493
base_value_7.93,0.0048536601841850935,0.01893796513076096,0.04741319221760576,0.09405704450597807,0.15995723951153162,0.24304021263459763,0.3385235250339078,0.44002509379705435,0.5408945654775763,0.6353644930090249
base_value_7.94,0.0048269011024049124,0.018843473933556565,0.04720077406200929,0.09368200086054712,0.15939516891970595,0.2422959223792308,0.3376311623511007,0.4390403763038586,0.539882604048532,0.6343873856277812
base_value_7.95,0.004800292296840425,0.01874945420127938,0.04698928263009616,0.09330835821296946,0.15883484523826696,0.24155347798411198,0.33674045202797454,0.4380568630348959,0.5388712434842962,0.6334102432812112
base_value_7.96,0.004773832902597586,0.01865590358154945,0.046778714045610625,0.09293611191945128,0.15827626436520004,0.24081287721799538,0.3358513945260504,0.4370745571860507,0.537860489032477,0.632433072160256
base_value_7.97,0.004747522059926901,0.01856281973372431,0.04656906444733566,0.09256525734766119,0.15771942219965274,0.24007411783762644,0.3349639902840802,0.4360934619260993,0.5368503459167443,0.6314558784408457
base_value_7.98,0.004721358914192009,0.01847020032884017,0.04636032998904294,0.0921957898767316,0.15716431464200664,0.23933719758785932,0.3340782397181681,0.43511358039678305,0.5358408193368389,0.6304786682838389
base_value_7.99,0.004695342615837594,0.018378043049553483,0.046152506839442387,0.091827704897259,0.1566109375939453,0.23860211420177246,0.333194143221892,0.4341349157128873,0.5348319144685753,0.6295014478349623
base_value_8.0,0.004669472320357526,0.018286345590083464,0.04594559118213537,0.09146099781130557,0.15605928695852056,0.23786886540078567,0.33231170116641917,0.43315747096231694,0.5338236364638516,0.6285242232247527
base_value_8.01,0.004643747188264324,0.018195105656153454,0.045739579215563375,0.09109566403239833,0.15550935864022186,0.23713744889477384,0.3314309139006294,0.4321812492061694,0.5328159904506571,0.6275470005684994
base_value_8.02,0.004618166385056965,0.018104320964934528,0.0455344671529595,0.09073169898553057,0.15496114854504228,0.23640786238218414,0.33055178175122546,0.43120625347881625,0.53180898153308,0.626569785966185
base_value_8.03,0.004592729081190905,0.018013989244988093,0.045330251222299944,0.09036909810716032,0.1544146525805452,0.23568010355014812,0.32967430502286377,0.4302324867879752,0.5308026147913167,0.6255925855024297
base_value_8.04,0.004567434452046326,0.017924108236208602,0.04512692766625448,0.09000785684521062,0.15386986665592828,0.2349541700745965,0.3287984839982607,0.4292599521147895,0.529796895281681,0.624615405246436
base_value_8.05,0.0045422816778984965,0.017834675689767376,0.044924492742138056,0.0896479706590686,0.15332678668209032,0.2342300596203719,0.32792431893831586,0.42828865241390446,0.5287918280366142,0.623638251251932
base_value_8.06,0.0045172699438870145,0.017745689368056428,0.04472294272186206,0.0892894350195842,0.15278540857169476,0.23350776984134136,0.32705181008223017,0.42731859061354394,0.5277874180646959,0.6226611295571154
base_value_8.07,0.004492398439985279,0.01765714704463217,0.04452227389188512,0.08893224540906886,0.15224572823923443,0.2327872983805085,0.32618095764762045,0.42634976961558857,0.5267836703506543,0.6216840461846033
base_value_8.08,0.004467666360971401,0.017569046504160135,0.0443224825531654,0.08857639732129419,0.15170774160109401,0.2320686428701244,0.3253117618306389,0.42538219229565266,0.5257805898553793,0.6207070071413743
base_value_8.09,0.0044430729063975605,0.017481385542359118,0.04412356502111181,0.08822188626148963,0.1511714445756127,0.2313518009317993,0.32444422280608753,0.4244158615031617,0.5247781815159336,0.6197300184187183
base_value_8.1,0.0044186172805612545,0.01739416196594623,0.04392551762553498,0.08786870774634081,0.15063683308314701,0.23063677017661188,0.32357834072753633,0.42345078006143155,0.523776450245565,0.6187530859921839
base_value_8.11,0.004394298692474985,0.017307373592581943,0.04372833671060006,0.0875168573039865,0.15010390304613253,0.22992354820521976,0.32271411572743913,0.4224869507677447,0.5227754009337203,0.6177762158215262
base_value_8.12,0.004370116355838172,0.01722101825081568,0.04353201863477851,0.08716633047401656,0.14957265038914525,0.22921213260796802,0.3218515479172481,0.42152437639342977,0.5217750384460585,0.6167994138506563
base_value_8.13,0.004346069489007287,0.017135093780031085,0.043336559770798644,0.08681712280746856,0.1490430710389603,0.228502520964998,0.3209906373875311,0.42056305968393815,0.5207753676244656,0.6158226860075905
base_value_8.14,0.004322157314967323,0.01704959803039252,0.04314195650559938,0.0864692298668247,0.14851516092461536,0.22779471084635616,0.3201313842080866,0.4196030033589253,0.519776393287069,0.6148460382044025
base_value_8.15,0.004298379061303592,0.016964528862790762,0.042948205240281534,0.08612264722600871,0.14798891597746622,0.22708869981209956,0.3192737884280581,0.41864421011232644,0.5187781202282518,0.6138694763371721
base_value_8.16,0.004274733960172528,0.016879884148789936,0.042755302390059646,0.08577737047038136,0.14746433213124877,0.22638448541240486,0.3184178500760484,0.4176866826124368,0.5177805532186708,0.6128930062859386
base_value_8.17,0.004251221248274262,0.016795661770573678,0.04256324438421544,0.08543339519673743,0.14694140532213718,0.22568206518767353,0.3175635691602361,0.4167304235019902,0.5167836970052699,0.6119166339146513
base_value_8.18,0.004227840166823982,0.01671185962089272,0.042372027666049195,0.08509071701330084,0.14642013148879873,0.22498143666863768,0.31671094566848956,0.4157754353982386,0.5157875563112987,0.6109403650711246
base_value_8.19,0.0042045899615243965,0.01662847560301195,0.042181648692832474,0.08474933153972042,0.1459005065724559,0.22428259737646594,0.3158599795684769,0.41482172089303015,0.5147921358363285,0.6099642055869905
base_value_8.2,0.004181469882537647,0.016545507630657874,0.04199210393576136,0.0844092344070656,0.14538252651693873,0.22358554482286785,0.3150106708077858,0.4138692825528896,0.5137974402562716,0.608988161277652
base_value_8.21,0.004158479184458663,0.01646295362796646,0.041803389879908504,0.08407042125782083,0.1448661872687449,0.22289027651019788,0.314163019314033,0.412918122919097,0.5128034742233976,0.6080122379422395
base_value_8.22,0.004135617126286628,0.016380811529431383,0.041615503024175826,0.08373288774588072,0.14435148477709325,0.22219678993155867,0.3133170249949768,0.4119682445077677,0.5118102423663532,0.607036441363565
base_value_8.23,0.004112882971399001,0.016299079279851858,0.041428439881248114,0.08339662953654514,0.14383841499397865,0.2215050825709053,0.31247268773863235,0.41101964980993144,0.5108177492901803,0.6060607773080788
base_value_8.24,0.0040902759875237615,0.016217754834282005,0.0412421969775455,0.0830616423065127,0.14332697387423043,0.2208151519031466,0.31163000741338354,0.4100723412916125,0.5098259995763361,0.605085251525826
base_value_8.25,0.004067795446712874,0.016136836157978784,0.041056770853176716,0.08272792174387555,0.14281715737556122,0.22012699539424796,0.31078898386809306,0.40912632139391003,0.5088349977827135,0.6041098697504035
base_value_8.26,0.004045440625315644,0.01605632122635181,0.04087215806189237,0.08239546354811345,0.14230896145862537,0.21944061050133246,0.3099496169322178,0.40818159253307673,0.5078447484436612,0.6031346376989187
base_value_8.27,0.004023210803952515,0.015976208024912286,0.04068835517103797,0.08206426343008666,0.14180238208706974,0.21875599467278173,0.30911190641591757,0.40723815710060074,0.5068552560700044,0.6021595610719475
base_value_8.28,0.004001105267488425,0.015896494549222817,0.04050535876150774,0.08173431711203027,0.14129741522758765,0.21807314534833644,0.30827585211016917,0.4062960174632846,0.5058665251490656,0.6011846455534919
base_value_8.29,0.0039791233050069374,0.01581717880484701,0.04032316542769809,0.08140562032754717,0.14079405684996993,0.21739205995919608,0.30744145378687193,0.4053551759633254,0.5048785601446881,0.6002098968109437
base_value_8.3,0.00395726420978415,0.015738258807300065,0.04014177177746048,0.08107816882160102,0.14029230292715877,0.21671273592811824,0.30660871119896604,0.40441563491839627,0.5038913654972572,0.5992353204950404
base_value_8.31,0.00393552727926294,0.015659732581998376,0.0399611744320566,0.08075195835050908,0.13979214943529616,0.21603517066951783,0.3057776240805391,0.4034773966217253,0.5029049456237222,0.5982609222398285
base_value_8.32,0.00391391181502776,0.015581598164210897,0.03978137002611071,0.0804269846819351,0.13929359235377825,0.2153593615895646,0.30494819214693425,0.4025404633421785,0.5019193049176219,0.5972867076626254
base_value_8.33,0.0038924171227786575,0.015503853599009298,0.039602355207564166,0.08010324359488141,0.13879662766530165,0.21468530608628178,0.3041204150948643,0.4016048373243377,0.5009344477491052,0.5963126823639795
base_value_8.34,0.0038710425123061887,0.01542649694121978,0.03942412663762984,0.07978073087968152,0.13830125135591698,0.2140130015496423,0.3032942926025184,0.40067052078858345,0.4999503784649574,0.5953388519276349
base_value_8.35,0.003849787297466545,0.015349526255373669,0.039246680990745686,0.07945944233799151,0.13780745941507577,0.21334244536166613,0.30246982432967306,0.39973751593117424,0.49896710138862277,0.594365221920494
base_value_8.36,0.003828650796156241,0.015272939615659453,0.03907001495452911,0.0791393737827828,0.1373152478356805,0.21267363489651614,0.3016470099177986,0.3988058249243287,0.4979846208202312,0.5933917978925803
base_value_8.37,0.0038076323302879134,0.015196735105874604,0.03889412522973135,0.07882052103833248,0.1368246126141326,0.21200656752059377,0.3008258489901705,0.3978754499163063,0.4970029410366227,0.5924185853770051
base_value_8.38,0.0037867312257647834,0.015120910819377276,0.03871900853019217,0.0785028799402161,0.13633554975038076,0.2113412405926347,0.30000634115197755,0.39694639303148804,0.4960220662913737,0.5914455898899306
base_value_8.39,0.0037659468124572326,0.015045464859039015,0.038544661582794015,0.07818644633529792,0.13584805524796828,0.21067765146380257,0.29918848599042835,0.3960186563704575,0.4950420008148201,0.5904728169305361
base_value_8.4,0.0037452784241778225,0.014970395337197018,0.038371081127416606,0.0778712160817222,0.13536212511407975,0.21001579747778354,0.2983722830748585,0.3950922420100824,0.4940627488140885,0.5895002719809844
base_value_8.41,0.0037247253986572026,0.014895700375607057,0.038198263916892294,0.07755718504890408,0.13487775535958835,0.2093556759708799,0.29755773195684254,0.39416715200359564,0.4930843144731205,0.5885279605063892
base_value_8.42,0.003704287077520463,0.01482137810539641,0.03802620671696022,0.07724434911752032,0.13439494199910063,0.20869728427210277,0.29674483217029457,0.39324338838067674,0.49210670195269923,0.5875558879547805
base_value_8.43,0.0036839628062630414,0.014747426667017116,0.0378549063062219,0.07693270417949938,0.13391368105100443,0.20804061970326482,0.29593358323158014,0.39232095314753346,0.4911299153904787,0.5865840597570753
base_value_8.44,0.0036637519342270775,0.01467384421019946,0.03768435947609583,0.07662224613801205,0.133433968537511,0.20738567957907328,0.2951239846396212,0.39139984828698227,0.49015395890101265,0.5856124813270427
base_value_8.45,0.003643653814577874,0.014600628893905565,0.03751456303077283,0.07631297090746181,0.132955800484703,0.20673246120721933,0.29431603587600264,0.3904800757585316,0.4891788365757789,0.5846411580612763
base_value_8.46,0.0036236678042809167,0.014527778886283538,0.03734551378717155,0.0760048744134737,0.13247917292257716,0.20608096188847091,0.2935097364050767,0.38956163749846096,0.48820455248321404,0.5836700953391617
base_value_8.47,0.0036037932640777814,0.014455292364621508,0.03717720857489337,0.07569795259288514,0.13200408188508672,0.20543117891676288,0.29270508567407016,0.38864453541990474,0.4872311106687376,0.5826992985228472
base_value_8.48,0.0035840295584638193,0.01438316751530222,0.037009644236178474,0.07539220139373481,0.131530523410188,0.20478310957928603,0.29190208311318955,0.38772877141293227,0.486258515154785,0.5817287729572146
base_value_8.49,0.003564376055665175,0.014311402533757067,0.03684281762586117,0.07508761677525233,0.13105849353988097,0.2041367511565787,0.29110072813572563,0.3868143473446307,0.4852867699408355,0.5807585239698507
base_value_8.5,0.0035448321276155825,0.014239995624421686,0.03667672561132529,0.07478419470784747,0.1305879883202532,0.20349210092261316,0.29030102013815773,0.38590126505918576,0.4843158790034452,0.5797885568710189
base_value_8.51,0.003525397149934051,0.014168945000690769,0.036511365072461,0.07448193117309887,0.13011900380152053,0.20284915614488608,0.28950295850026,0.3849895263779639,0.48334584629627364,0.5788188769536309
base_value_8.52,0.0035060705019023253,0.014098248884872988,0.036346732901619494,0.07418082216374344,0.12965153603807056,0.20220791408450578,0.28870654258520223,0.3840791330995943,0.48237667575011944,0.577849489493221
base_value_8.53,0.0034868515664424615,0.014027905508147032,0.0361828260035697,0.07388086368366431,0.1291855810885021,0.20156837199627986,0.2879117717396572,0.38317008700004984,0.4814083712729492,0.5768803997479188
base_value_8.54,0.003467739730094954,0.013957913110517084,0.03601964129545476,0.07358205174788002,0.12872113501566718,0.20093052712880244,0.28711864529390085,0.38226238983272975,0.48044093674992905,0.5759116129584226
base_value_8.55,0.003448734382996088,0.013888269940768971,0.03585717570674751,0.07328438238253276,0.1282581938867111,0.20029437672453987,0.2863271625619195,0.38135604332854145,0.47947437604345877,0.5749431343479758
base_value_8.56,0.0034298349188566224,0.013818974256425864,0.03569542617920751,0.0729878516248762,0.12779675377311306,0.1996599180199179,0.2855373228415068,0.3804510491959807,0.4785086929932031,0.5739749691223389
base_value_8.57,0.0034110407349396965,0.013750024323705645,0.035534389666836974,0.07269245552326398,0.12733681075072412,0.19902714824540657,0.2847491254143719,0.3795474091212172,0.47754389141612397,0.5730071224697688
base_value_8.58,0.0033923512320390703,0.013681418417476277,0.0353740631358378,0.07239819013713733,0.12687836089980753,0.19839606462560555,0.2839625695462382,0.3786451247681726,0.4765799751065162,0.5720395995609924
base_value_8.59,0.0033737658144582516,0.013613154821213724,0.03521444356456793,0.07210505153701297,0.1264214003050782,0.19776666437932866,0.28317765448694765,0.3777441977786039,0.4756169478360386,0.5710724055491837
base_value_8.6,0.003355283889988292,0.013545231826958437,0.03505552794349842,0.0718130358044704,0.12596592505573923,0.1971389447196874,0.2823943794705591,0.37684462977218613,0.4746548133537484,0.5701055455699416
base_value_8.61,0.003336904869887136,0.013477647735272602,0.034897313275170205,0.07152213903214,0.12551193124552074,0.19651290285417566,0.28161274371545275,0.37594642234659403,0.4736935753861371,0.5691390247412671
base_value_8.62,0.0033186281688585284,0.013410400855198068,0.03473979657415127,0.07123235732368915,0.12505941497271833,0.19588853598475175,0.2808327464244289,0.37504957707758235,0.4727332376371636,0.5681728481635416
base_value_8.63,0.0033004532050308066,0.01334348950421349,0.034582974866993466,0.07094368679381069,0.12460837234022859,0.19526584130792224,0.28005438678481076,0.37415409551907053,0.4717738037882888,0.5672070209195067
base_value_8.64,0.0032823793999361417,0.013276912008192698,0.03442684519218997,0.07065612356820894,0.12415879945558628,0.19464481601482275,0.2792776639685408,0.37325997920322207,0.47081527749851304,0.5662415480742419
base_value_8.65,0.003264406178489998,0.013210666701362284,0.03427140460013278,0.07036966378358689,0.12371069243100175,0.19402545729130094,0.27850257713228577,0.37236722964052826,0.4698576624044092,0.565276434675144
base_value_8.66,0.0032465329689707056,0.013144751926260523,0.03411665015306997,0.07008430358763307,0.12326404738339536,0.19340776231799683,0.27772912541753236,0.3714758483198892,0.46890096212015964,0.5643116857519105
base_value_8.67,0.003228759202998477,0.013079166033695522,0.03396257892506305,0.06980003913900756,0.12281886043443346,0.192791728270424,0.27695730795068874,0.37058583670869627,0.4679451802375927,0.5633473063165166
base_value_8.68,0.0032110843155157553,0.013013907382703915,0.03380918800194521,0.06951686660732903,0.12237512771056491,0.1921773523190501,0.27618712384318234,0.3696971962529133,0.4669903203262197,0.562383301363199
base_value_8.69,0.003193507744766677,0.012948974340510233,0.03365647448127884,0.06923478217316059,0.12193284534305393,0.19156463162937576,0.2754185721915581,0.3688099283771601,0.4660363859332697,0.5614196758684371
base_value_8.7,0.0031760289322771973,0.0128843652824856,0.03350443547231308,0.06895378202799618,0.12149200946801508,0.1909535633620153,0.2746516520775806,0.3679240344847923,0.4650833805837288,0.5604564347909343
base_value_8.71,0.0031586473228352174,0.012820078592107098,0.033353068095942184,0.06867386237424644,0.12105261622644825,0.1903441446727745,0.27388636256832677,0.3670395159579849,0.46413130778037737,0.559493583071603
base_value_8.72,0.0031413623644707123,0.012756112660917696,0.03320236948466393,0.06839501942522463,0.12061466176427094,0.1897363727127288,0.27312270271628636,0.36615637415781266,0.46318017100382636,0.5585311256335446
base_value_8.73,0.003124173508435968,0.012692465888485716,0.033052336782537384,0.06811724940513231,0.12017814223235257,0.18913024462830275,0.27236067155946053,0.3652746104243343,0.46222997371255725,0.557569067382037
base_value_8.74,0.0031070802091862637,0.01262913668236465,0.03290296714514107,0.06784054854904509,0.11974305378654582,0.1885257575613466,0.27160026812145555,0.3643942260766718,0.46128071934295933,0.5566074132045157
base_value_8.75,0.003090081924360666,0.012566123458053968,0.03275425773953211,0.0675649131028978,0.11930939258772155,0.18792290864921246,0.2708414914115824,0.36351522241309353,0.46033241130936764,0.5556461679705613
base_value_8.76,0.003073178114762154,0.012503424638958482,0.032606205744204364,0.06729033932347073,0.1188771548017985,0.18732169502483287,0.2700843404249531,0.3626376007110961,0.4593850530041036,0.5546853365318825
base_value_8.77,0.0030563682443389695,0.012441038656349934,0.03245880834904691,0.06701682347837334,0.1184463365997771,0.18672211381679515,0.26932881414257515,0.36176136222748567,0.4584386477975134,0.5537249237223032
base_value_8.78,0.003039651780165298,0.012378963949326915,0.03231206275530352,0.06674436184603105,0.11801693415776893,0.18612416214941796,0.26857491153144797,0.36088650819846013,0.45749319903800745,0.5527649343577478
base_value_8.79,0.0030230281924228386,0.012317198964776344,0.0321659661755308,0.06647295071566894,0.11758894365702977,0.18552783714282606,0.2678226315446597,0.36001303983969024,0.45654871005210085,0.5518053732362282
base_value_8.8,0.003006496954381155,0.01225574215733427,0.03202051583355736,0.06620258638729726,0.11716236128398771,0.18493313591302618,0.2670719731214801,0.35914095834640203,0.45560518414445084,0.5508462451378315
base_value_8.81,0.00299005754238002,0.01219459198934747,0.031875708964443694,0.06593326517169629,0.11673718323027671,0.18434005557197974,0.26632293518745775,0.3582702648934577,0.4546626245979021,0.5498875548247076
base_value_8.82,0.0029737094358099903,0.01213374693083491,0.03173154281444013,0.0656649833904005,0.11631340569276416,0.18374859322767756,0.2655755166545125,0.35740096063543825,0.4537210346735223,0.5489293070410561
base_value_8.83,0.0029574521170943058,0.012073205459449121,0.03158801464094729,0.06539773737568333,0.11589102487358083,0.1831587459842139,0.2648297164210308,0.3565330467067237,0.4527804176106466,0.5479715065131161
base_value_8.84,0.002941285071671018,0.012012966060438668,0.031445121712475044,0.06513152347054174,0.11547003698015113,0.18257051094185794,0.2640855333719596,0.35566652422157596,0.45184077662691646,0.5470141579491552
base_value_8.85,0.0029252077879740046,0.011953027226610069,0.03130286130860205,0.06486633802868025,0.1150504382252211,0.18198388519712783,0.2633429663788991,0.354801394274219,0.45090211491832133,0.5460572660394575
base_value_8.86,0.0029092197574152046,0.011893387458289606,0.031161230719935484,0.06460217741449525,0.11463222482688784,0.18139886584286202,0.26260201430019703,0.3539376579389216,0.4499644356592425,0.545100835456315
base_value_8.87,0.002893320474367078,0.011834045263286685,0.031020227248070853,0.06433903800305907,0.11421539300862604,0.18081544996829035,0.2618626759810402,0.3530753162700777,0.4490277420024923,0.5441448708540186
base_value_8.88,0.0028775094361439546,0.011774999156855648,0.03087984820555212,0.06407691618010403,0.11379993899931806,0.18023363465910702,0.2611249502535484,0.35221437030228864,0.44809203707935863,0.5431893768688469
base_value_8.89,0.0028617861429848235,0.01171624766165913,0.03074009091583141,0.06381580834200629,0.11338585903328047,0.17965341699754,0.26038883593686624,0.3513548210504436,0.44715732399964525,0.5422343581190597
base_value_8.9,0.0028461500980357934,0.011657789307730981,0.030600952713228935,0.06355571089576939,0.11297314935029057,0.17907479406242122,0.2596543318372553,0.35049666950980063,0.4462236058517155,0.541279819204888
base_value_8.91,0.0028306008073319955,0.011599622632439521,0.030462430942894025,0.06329662025900817,0.1125618061956144,0.1784977629292579,0.25892143674818335,0.3496399166560695,0.44529088570253417,0.540325764708527
base_value_8.92,0.0028151377797808186,0.011541746180450674,0.03032452296076449,0.06303853285993222,0.1121518258200328,0.17792232067030045,0.25819014945041974,0.348784563445491,0.4443591665977148,0.539372199194128
base_value_8.93,0.002799760527144146,0.011484158503691888,0.030187226133527645,0.06278144513732942,0.11174320447986763,0.17734846435461216,0.2574604687121237,0.34793061081491894,0.4434284515615554,0.5384191272077932
base_value_8.94,0.0027844685640213696,0.011426858161315834,0.030050537838580915,0.06252535354054922,0.11133593843700751,0.1767761910481389,0.25673239328893527,0.347078059681901,0.4424987435970914,0.5374665532775682
base_value_8.95,0.002769261407832402,0.011369843719664319,0.029914455463992295,0.06227025452948587,0.11093002395893392,0.17620549781377515,0.2560059219240658,0.34622691094475944,0.4415700456861317,0.5365144819134354
base_value_8.96,0.002754138578800247,0.011313113752232207,0.029778976408461166,0.062016144574561616,0.11052545731874586,0.17563638171143403,0.2552810533483878,0.3453771654826723,0.44064236078930574,0.5355629176073086
base_value_8.97,0.002739099599934902,0.011256666839632334,0.029644098081279435,0.06176302015670987,0.1101222347951849,0.17506883979811305,0.25455778628052594,0.3445288241557536,0.4397156918461097,0.5346118648330289
base_value_8.98,0.0027241439970158154,0.011200501569558985,0.0295098179022919,0.061510877767358196,0.10972035267266023,0.17450286912796165,0.25383611942694284,0.34368188780513553,0.4387900417749476,0.5336613280463594
base_value_8.99,0.0027092712985756773,0.011144616536753804,0.02937613330185851,0.061259713908410784,0.10931980724127166,0.1739384667523476,0.25311605148203276,0.3428363572530464,0.4378654134731783,0.5327113116849796
base_value_9.0,0.0026944810358837668,0.011089010342969496,0.029243041720814267,0.06100952509223212,0.10892059479683613,0.17337562971992404,0.25239758112820776,0.3419922333028951,0.43694180981716135,0.531761820168484
base_value_9.01,0.0026797727429295204,0.01103368159693563,0.0291105406104315,0.06076030784162867,0.10852271164090788,0.17281435507669385,0.2516807070359848,0.3411495167393481,0.43601923366229856,0.5308128578983762
base_value_9.02,0.00266514595640599,0.01097862891432344,0.02897862743238111,0.060512058689832116,0.10812615408080539,0.17225463986607492,0.2509654278640765,0.34030820832841147,0.43509768784308256,0.5298644292580675
base_value_9.03,0.0026506002156941877,0.010923850917711087,0.028847299658693926,0.06026477418048193,0.10773091842963156,0.1716964811289663,0.25025174225947655,0.339468308817511,0.43417717517314225,0.5289165386128739
base_value_9.04,0.00263613506284599,0.010869346236549782,0.028716554771722524,0.060018450867607376,0.1073370010062975,0.17113987590381208,0.2495396488575501,0.338629818935573,0.4332576984452874,0.5279691903100122
base_value_9.05,0.0026217500425691487,0.010815113507128826,0.028586390264103034,0.05977308531561032,0.10694439813554579,0.17058482122666419,0.24882914628211605,0.3377927393931035,0.432339260431555,0.5270223886786021
base_value_9.06,0.0026074447022104152,0.010761151372541855,0.028456803638717165,0.05952867409924745,0.1065531061479712,0.17003131413124817,0.248120233145539,0.3369570708822698,0.43142186388325665,0.5260761380296606
